general_name,count_products,ingred_FPro,ingred_normalization_term
reese peanut butter chip,6,0.979279279,0.880952381
reese peanut butter baking cup,6,0.979154321,1.5
whey permeate,6,0.977597596,0.778210678
blueberry juice concentrate for color,6,0.976356322,0.414285714
black carrot juice concentrate for color,6,0.976217752,0.414285714
cyanocobalamine,6,0.968988479,0.300488297
vanilla chip,6,0.964621899,1.226190476
ascorbic acid dough conditioner,6,0.958896032,1.076923077
confectioner sugar,6,0.954760002,1.31025641
frosting sugar,6,0.950364397,0.409361472
sodium hydrogen carbonate,6,0.949812963,0.49042624
wheat cracker,6,0.949023432,4.083333333
white wheat flake,6,0.948771731,0.435223021
in pork fatbeef oil,6,0.947864268,0.230303658
pastry,6,0.945606852,5
niacin iron,6,0.945055178,2.45
white coating,6,0.94345021,1.766666667
raspberry filling,6,0.942720955,1.535014006
yellow corn grit,6,0.939906505,1.864906832
glycerol ester rosin,6,0.939644301,0.551670552
bbq seasoning,6,0.935326087,1.916666667
titanium dioxide for color,6,0.931326663,0.39953837
sodium aluminosilicate,6,0.927405197,0.45157563
walnut with rosemary extract,6,0.924608547,1.3
sour cream cream,6,0.922695147,0.487990196
decoration as milk,6,0.922169753,3
spring wheat flour,6,0.920143229,2.666666667
citrus pectin,6,0.91845782,0.607434641
chocolate wafer,6,0.917601852,3
corn dextrin,6,0.916087829,0.441934877
kombu extract,6,0.913649609,0.473048194
white rye flour,6,0.910807505,0.684267487
canola oil with tbhq,6,0.910751938,2.15
flake,6,0.909940395,0.867478355
nut butter blend,6,0.909509259,6
ugar,6,0.909130619,2.183333333
red cabbage juice,6,0.907657799,0.385504202
sunflowercanola oil,6,0.907632167,1.35
soybean oil with tbhq,6,0.906884146,2.277777778
soy flavor,6,0.906597127,0.410685128
tamari soy sauce powder,6,0.904205797,0.638888889
process american cheese milk,6,0.903835678,0.267816092
monopotassium phosphate,6,0.903115045,0.715079365
chocolate drizzle,6,0.898819085,1.072222222
inulin powder,6,0.897057057,1.233333333
trisodium citrate,6,0.896592984,0.379233247
m m minis milk chocolate c,6,0.895560606,2.75
raspberry jam,6,0.894301282,1.516666667
chocolate rice crisp,6,0.892490741,1.2
tricalcium citrate,6,0.89110646,0.639393939
amaranth seed,6,0.890405943,0.675671551
rice ﬂour,6,0.890120371,1.5
ﬂaxseed,6,0.89012037,0.857142857
turmeric for color,6,0.890051801,0.325385154
ﬂavour,6,0.8899,0.803571429
nut flour blend,6,0.886693237,3.833333333
ice cream base,6,0.88641358,6
tara,6,0.884805357,0.488344988
relish,6,0.884795253,1.775
bun wheat flour,6,0.884666667,6
hamburger beef,6,0.884666667,0.315789474
2 pepperoni,6,0.879727933,0.349673203
color fd&c red no 40 lake,6,0.878786979,0.464423077
pickle relish,6,0.878431175,1.825
gum tragacanth,6,0.877951108,0.509203297
calcium disodium edtas,6,0.872175612,0.441208791
sulfiting agent,6,0.867298537,0.313131313
beet juice extract,6,0.866659656,0.829166667
with alkali,6,0.865619733,1.112301587
green 3,6,0.865411913,0.275886748
corn starch-milkfat,6,0.86412012,0.880952381
mango concentrate,6,0.864054441,0.73525641
purple carrot,6,0.862319095,0.897712418
tamari powder,6,0.861327513,0.875
anaheim chili pepper,6,0.859880219,1.476190476
potassium bromate,6,0.858426978,1.047619048
dark rye flour,6,0.855102641,1.50952381
mineral potassium citrate,6,0.853417305,0.30594347
sesame flour,6,0.851712245,0.641774892
soy grit,6,0.850527391,1.025714286
sweet whey powder,6,0.84812337,0.497377622
egg wash,6,0.847208333,1.166666667
blueberry jam,6,0.846946317,1.483333333
strawberry swirl,6,0.846171248,1.616666667
red chili powder,6,0.844848195,0.500274725
bone chicken breast with rib meat,6,0.84285571,6
pork liver,6,0.84019387,4.333333333
rice malt,6,0.837041963,0.819047619
mustard flavor,6,0.836930045,0.464957265
chip,6,0.836770308,0.991666667
acerola powder,6,0.835993848,0.48164099
vitamin mineral blend,6,0.835855212,0.392025518
noodle wheat flour,6,0.835555555,6
propyl gallate with citric acid,6,0.832740741,0.857142857
chili pepper flake,6,0.830623387,1.743589744
concord grape juice concentrate,6,0.829504715,1.70952381
yeast powder,6,0.829178472,0.521711519
demerara sugar,6,0.828678744,2.3
beef patty crumble,6,0.828411213,1.825
vegetable stabilizer,6,0.826954167,0.912301587
stone ground corn,6,0.826776515,5.5
silicon dioxide as an anticaking agent,6,0.825967089,0.38907563
lecithin as emulsifier,6,0.825821115,0.766760037
vegetable flavor,6,0.824068934,1.9
xylanase,6,0.823220149,0.278117867
yogurt coating,6,0.821342995,3.833333333
butter type flavor,6,0.814964691,0.650845971
chipotle pepper powder,6,0.814390591,0.48825188
nitrogen,6,0.81423095,1.433766234
california tomato,6,0.811120147,0.861111111
ground red pepper,6,0.809559808,0.590024681
sodium tamari,6,0.807680015,0.496075663
ascorbyl palmitate,6,0.807268711,0.611111111
fat cocoa,6,0.806815266,0.710673235
stoneground mustard,6,0.805875687,0.509522741
cheese cheddar cheese,6,0.804207639,1.333333333
in canola oil,6,0.803570334,1.014180672
bacon with water,6,0.801762697,0.927777778
paneer cheese,6,0.801161291,1.033333333
mineralsmonocalcium phosphate,6,0.801010662,0.54011544
cracker meal,6,0.800775088,1.147619048
barley extractive,6,0.799105733,0.227562582
meyer lemon juice concentrate,6,0.797681522,0.807210031
beet concentrate,6,0.796760525,0.796825397
fiber blend,6,0.795628919,1.403846154
chicken type flavor,6,0.795477778,0.75
tart cherry,6,0.79530587,2.118686869
psyllium seed husk,6,0.794316313,1.235714286
cane sugar1,6,0.792988246,0.660606061
hickory smoke,6,0.792012213,0.808730159
jack,6,0.789690699,0.648809524
anaheim pepper,6,0.789687897,0.781684982
sodium benzoate preservative,6,0.788122271,1.076623377
sodium acid sulfate,6,0.787925727,0.798214286
peach flavor,6,0.785638335,1.014285714
chicken breast strip with rib meat,6,0.784517241,2.416666667
marsala wine,6,0.784015653,1.461111111
champignon mushroom powder,6,0.781525899,0.522727273
wholemeal rye flour,6,0.774942432,1.916666667
ham with water,6,0.77365535,4.5
chocolate s,6,0.773589239,1.892857143
parsley powder,6,0.771254405,0.631684982
mesquite smoke flavor,6,0.770662472,0.518803419
champignon mushroom,6,0.769347154,2.255555556
pear puree concentrate,6,0.767130333,1.041666667
beet juice color,6,0.766827068,0.881547619
bacon piece,6,0.766328267,0.864285714
rice paper,6,0.766246112,0.782539683
quality,6,0.766037639,0.546280517
hodo tofu,6,0.761865741,5
red spring wheat,6,0.761574866,0.985714286
capsicum extract,6,0.76021447,0.477777778
kombucha culture,6,0.760127244,5.2
guajillo pepper,6,0.759436056,0.999634274
flash in soybean oil breading,6,0.758878954,0.453748006
sultana raisin,6,0.758003968,2.333333333
manzanilla olive,6,0.757859678,6
passion fruit juice,6,0.757130838,1.642857143
grain triticale,6,0.755629055,0.622727273
fire red bell pepper,6,0.753596206,1.757142857
predust,6,0.750970202,1.1
black pepper extract,6,0.750754122,0.625490196
mono diglyceride,6,0.750110205,0.572161172
virgin olive oil blend,6,0.748295767,3.5
fish oil,6,0.747911378,0.624242424
skin chicken,6,0.746956945,6
potato dextrin,6,0.745455588,0.880952381
beet root powder,6,0.743671852,0.580332168
yellow carrot,6,0.742289612,1.13452381
l carnitine,6,0.737159259,0.44029304
ginger root extract,6,0.737159259,0.368137255
white mustard,6,0.735516636,0.723766234
celery puree,6,0.733040204,0.51978022
chicken broth powder,6,0.732356081,0.925491175
cellulose caking,6,0.730148961,0.654700855
pineapple puree,6,0.729852623,3
mint leaf,6,0.729098974,0.447375592
leafy green,6,0.727518591,1.20952381
pacific kombu extract,6,0.723863667,0.670573871
ground white pepper,6,0.723232232,0.49407994
tortilla wheat flour,6,0.722174601,0.37197288
durum wheat,6,0.717729798,1.833333333
date syrup,6,0.715204521,2.130952381
virgin olive,6,0.712398115,0.813492063
cream cheese powder,6,0.71206099,1.314285714
mango powder,6,0.709298263,0.883766234
crispy brown rice,6,0.708867003,1.1
yellow split pea,6,0.705693694,1.541666667
lime flavor,6,0.70160425,0.524601276
blueberry juice from concentrate,6,0.699917367,1.983333333
ditalini pasta,6,0.695071478,1.019047619
yellow pepper,6,0.693977542,0.74995671
lactic culture,6,0.693463576,1.708333333
swiss chard,6,0.691957781,1.116666667
onion stock,6,0.690737262,0.961446886
ground pepper,6,0.685028638,0.747222222
carrot stock,6,0.683162554,1.088095238
the fair for life st,6,0.682491986,0.825407925
orgain fruit blend powder tm,6,0.679956854,0.307894737
ground basil,6,0.679026663,0.568864469
coffee concentrate,6,0.67776248,1.916666667
rice miso,6,0.673482239,1.426190476
baby corn,6,0.668780114,2.717857143
fat,6,0.664833186,2.095238095
bison,6,0.663743827,6
mango puree from concentrate,6,0.662204982,2.366666667
puree,6,0.659837796,1.128210678
camu camu powder,6,0.658656043,0.678846154
bifidus culture,6,0.656734488,1.033333333
gorgonzola cheese,6,0.655842211,1.705952381
cold flaxseed,6,0.646904029,1.833333333
beef broth flavor,6,0.642178551,1.003846154
heart palm,6,0.638325772,6
fuji apple,6,0.635811953,5.5
cinnamon extract,6,0.635539013,0.788034188
pepper jack cheese,6,0.623241092,2.416666667
sodium nitrite smoke flavor,6,0.622404655,0.896703297
lavender,6,0.622167778,0.631684982
idaho potato,6,0.6147776,5.2
lacticaseibacillus rhamnosus,6,0.60806024,0.683333333
sumac,6,0.604313702,1.348484848
carmine color,6,0.603772223,0.629206349
tomato juice from concentrate,6,0.600071875,5.333333333
pimiento,6,0.563053734,2.45
flaxseed flour,6,0.557738095,1.75
beet puree,6,0.550463992,1.65
honeydew,6,0.545381327,3
apple puree from concentrate,6,0.538703941,3.9
spinach puree,6,0.533245424,1.776923077
ard,6,0.516592814,0.797619048
prune juice,6,0.506318056,6
red raspberry,6,0.504079602,3.722222222
white chicken breast with rib meat,6,0.503744599,6
medjool date,6,0.494759259,6
acai powder,6,0.493957313,1.851054018
california almond,6,0.492137346,3.6
maca,6,0.487907018,1.003246753
gold potato,6,0.478025122,4.533333333
escarole,6,0.473530864,2.5
tomato flake,6,0.467577118,1.708823529
durum semolina wheat,6,0.465971718,1.833333333
tuna fish,6,0.452817747,6
lactobacillus lactis,6,0.441714771,0.599242424
black rice,6,0.40507712,2.533333333
goat'milk,6,0.390528889,5
ground turmeric,6,0.337504221,1.689423077
green lentil flour,6,0.254351852,6
baby bok choy,6,0.242792593,3.5
coloring,5,0.984490278,0.476190476
annatto color,5,0.983476946,0.294047619
scone,5,0.982532778,5
brown rice crisp grain brown rice flour,5,0.978618055,1.333333333
glyceryl lacto ester fatty acid,5,0.976226415,0.240909091
crystalline fructose,5,0.967287198,0.915909091
citric acid freshness,5,0.96399113,0.526355997
yeast food,5,0.960211934,0.426315789
pure oat,5,0.9562,1.25
peanut coating,5,0.953441919,2.2
palm oil by bureau veritas,5,0.952684054,0.253019494
magnesium stearate,5,0.950135266,1.533333333
soy lecithin an emulsifier,5,0.949040639,0.617929293
palmitate,5,0.948418168,0.352380952
on palm oil,5,0.947911472,0.309313725
potato granule,5,0.945928341,1.15
honey flavor,5,0.945497904,0.736111111
brown rice syrup solid,5,0.94516535,0.298202614
whey product,5,0.944867925,0.535353535
baker cheese,5,0.944373016,1.4
barley syrup,5,0.942752354,0.561904762
potato with sodium pyrophosphate,5,0.942384549,0.308949221
freeze shrimp,5,0.93658544,0.488528139
#NAME?,5,0.935263333,1.25
spelt flake,5,0.933591492,0.350595238
batata,5,0.929007407,1.416666667
popping corn,5,0.928488889,5
sesame blend,5,0.928455556,2.5
grain yellow corn meal,5,0.92780067,3.316666667
cane,5,0.927481357,1.241666667
bread wheat flour,5,0.926287037,5
with smoke flavor bha,5,0.924415689,0.225013392
blueberry filling,5,0.923618651,3.5
xantham gum,5,0.921806736,0.499242424
style meatball,5,0.917844444,1.666666667
blueberry bit,5,0.917526144,1.416666667
thick oat,5,0.916601709,0.722222222
yeast salt,5,0.915736443,1.236111111
white cheddar seasoning,5,0.914960458,1.416666667
pure vanilla bean puree,5,0.914727771,0.599242424
biscoff cooky,5,0.914253333,2.083333333
grain mix,5,0.913614498,1.366666667
brown sugar molasse,5,0.91258655,0.633333333
sel gris,5,0.912465812,0.696428571
palm shortening,5,0.911251634,0.944444444
white chocolate chip,5,0.910914696,3.229166667
egg albumen,5,0.910911565,0.735714286
barbecue seasoning,5,0.907322222,1.666666667
vinegar seasoning,5,0.906066821,1.2
corn product,5,0.905140496,0.720238095
with corn,5,0.903728633,0.258677331
carrageenan coating sugar,5,0.903612943,0.357175178
lemon oil essence,5,0.902496479,0.316399287
sodium silico aluminate,5,0.897082522,0.298773449
mineral whey powder,5,0.894419722,0.952380952
kamut wheat flour,5,0.893835749,3.833333333
extractive,5,0.893354313,0.28874263
cookie,5,0.893312336,2.116666667
honey almond,5,0.891775132,2.45
ascorbic acid for freshness,5,0.891218954,1.416666667
gluconolactone,5,0.889750235,0.656746032
blackcurrant concentrate,5,0.887853922,0.385818713
lemon puree,5,0.887186908,1.075
cheese dip whey,5,0.887157316,0.535689311
y piece,5,0.885709821,0.65952381
pineapple flavor,5,0.885496576,0.682539683
orzo pasta,5,0.884887097,2.066666667
peanut butter coating,5,0.883902147,3.142857143
brown rice noodle brown rice,5,0.883366013,2.428571429
titanium dioxide color,5,0.880830957,0.339078465
meringue making powder,5,0.880239463,0.644444444
ginger flavor,5,0.879327086,0.514913273
fat provolone cheese,5,0.8789,0.714285714
ground fennel seed,5,0.876377352,0.478943279
niacin vitamin b3,5,0.875985447,0.269005848
romano cheese sheep milk,5,0.875879227,0.68452381
triticale flour,5,0.873640631,0.491883117
beef oil,5,0.873410418,0.284313725
nonpareil,5,0.872640182,0.971428571
sour culture,5,0.872290124,1.5
white cheddar cheese sauce,5,0.867249118,1.05
gf flour,5,0.865882778,2.083333333
inosinate,5,0.864311036,0.278571429
vinegar modena,5,0.863041564,4.5
caramel paste,5,0.862375176,0.564285714
ammonium bicarbonate as leavening agent,5,0.861672512,0.32911036
red chilli,5,0.860938345,0.975
wheat gluten protein,5,0.86093375,0.571428571
apple concentrate,5,0.860879574,0.455266955
sulfite coconut,5,0.859266667,5
dough wheat flour,5,0.858295908,2.319444444
carrageenan gum,5,0.855314905,0.478088578
red wheat,5,0.854869765,0.833766234
cashew flour,5,0.854095786,1.933333333
potato juice concentrate,5,0.85181566,1.616666667
white grain sorghum flour,5,0.850933333,0.714285714
culture streptococcus thermophilus,5,0.850445534,1.416666667
chickpea pasta chickpeas,5,0.850044444,5
marionberry,5,0.849324435,3.666666667
gelato base,5,0.848911574,5
seasoning powder blend,5,0.847412963,1.25
brew coffee concentrate,5,0.847049784,2.2
alum,5,0.846325832,0.628968254
clam,5,0.842962522,1.75
black carrot,5,0.841999711,0.343701152
koji starter,5,0.841610755,0.428937729
red jalapeno puree,5,0.840249793,1.626623377
roll,5,0.839737037,5
white grape,5,0.839626756,1.242857143
cheese product,5,0.838805556,1.583333333
with rosemary extract,5,0.838179487,1.444444444
oat groat,5,0.837716864,1.01025641
salsa,5,0.837310319,1.069047619
vanilla bean powder,5,0.837289105,0.478267974
hydroxypropyl methylcellulose,5,0.837198893,0.463585434
milk mineral,5,0.836419934,0.561645299
parmigiano reggiano cheese,5,0.836267795,1.066666667
flaxmeal,5,0.835964495,0.346343874
peanut flavor,5,0.833289284,0.404984721
white chocolate chunk,5,0.833066107,1.842857143
white wheat,5,0.832282642,0.713888889
erythorbic acid,5,0.83123913,0.529004329
rice oil,5,0.831098313,1.061111111
corn cereal,5,0.830795879,0.413141923
fonio,5,0.829922222,5
ground ancho chili pepper,5,0.829394048,0.972222222
clove oil,5,0.82915393,0.363369963
baobab fruit powder,5,0.828599032,0.9004329
grill white meat chicken strip,5,0.827921297,2
grain wheat flake,5,0.825957995,1.366666667
milk mozzarella,5,0.825946004,0.730769231
coconut blossom nectar,5,0.825188588,3.342857143
oat flour whole,5,0.82445283,1.325
elderberry,5,0.823060034,0.433677331
food grade carrageenan from seaweed,5,0.82259463,0.431818182
poblano chili pepper,5,0.82161154,0.667156863
fruit flavor,5,0.821538775,1.157575758
kale powder,5,0.821058676,0.396471949
red chile,5,0.820702169,0.405878332
oil sunflower oil,5,0.818207842,0.569480519
annato extract,5,0.817232166,0.369297369
premium dark chocolate,5,0.8148,5
vegetable margarine,5,0.814659155,1.183333333
with caramel color,5,0.814444444,0.463636364
shea nut,5,0.813509132,1.042857143
cheese topping,5,0.812620371,1.5
lysozyme from egg white,5,0.810050199,0.506818182
green chile in water,5,0.809443773,0.656746032
castelvetrano olive,5,0.807774573,4.333333333
potato extract,5,0.807504919,1.066666667
cane alcohol,5,0.806833333,0.566666667
lipase,5,0.805827351,0.400260368
crust egg,5,0.804386296,5
grain flour blend,5,0.804340741,5
ground almond,5,0.802491934,1.2125
vitamin c ester,5,0.800915744,0.354441392
